article_id,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords,label,source_split,n_related_tweets,n_unique_tweets,n_replies,n_unique_reply_tweets,engagement_total,severity_applicable,severity_score,severity_label,base_harm_weight,propagation_multiplier_constant,propagation_multiplier_bucket,propagation_multiplier_linear,severity_strategy,severity_notes,engagement_bucket_fake_only,high_risk_keyword_hits,medium_risk_keyword_hits,guidance_keyword_hits
2205,article,webmd.com,https://www.webmd.com/lung/news/20200515/pfizer-says-covid-19-vaccine-could-arrive-in-october,Pfizer: COVID-19 Vaccine Could Arrive in October,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,32,32,6,2,38,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2206,article,webmd.com,https://www.webmd.com/lung/news/20200515/all-los-angeles-residents-must-wear-masks,L.A. Mayor: All Residents Must Wear Masks,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,2,2,1,1,3,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2207,article,webmd.com,https://www.webmd.com/lung/news/20200515/limited-reopenings-at-many-national-parks,Limited Reopenings at Many National Parks,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,2,2,0,0,2,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2208,article,webmd.com,https://www.webmd.com/lung/news/20200515/covid-19-deaths-top-300000-worldwide,"COVID-19 Deaths Top 300,000 Worldwide","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,7,7,0,0,7,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2209,article,webmd.com,https://www.webmd.com/lung/news/20200515/covid-19-is-more-severe-in-smokers,COVID-19 Is More Severe in Smokers,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,53,53,17,7,70,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2210,article,webmd.com,https://www.webmd.com/lung/news/20200514/what-to-know-about-coronavirus-testing,What to Know About Coronavirus Testing,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,214,214,127,45,341,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2211,article,webmd.com,https://www.webmd.com/lung/news/20200514/states-not-hitting-testing-goals-feds-promise-aid,States Not Hitting Testing Goals; Feds Promise Aid,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,43,43,6,2,49,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2212,article,webmd.com,https://www.webmd.com/lung/news/20200514/covid19-millions-of-older-americans-going-hungry,COVID-19: Millions of Older Americans Going Hungry,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,18,18,0,0,18,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2213,article,webmd.com,https://www.webmd.com/lung/news/20200514/covid-test-used-at-white-house-often-wrong,COVID Test Used at White House Often Wrong,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,17,17,0,0,17,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2214,article,webmd.com,https://www.webmd.com/lung/news/20200514/l-a-could-keep-stay-at-home-order-through-summer,L.A. Could Keep Stay-at-Home Order Through Summer,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,2,2,0,0,2,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2215,article,webmd.com,https://www.webmd.com/lung/news/20200514/reopened-countries-renew-restrictions-as-covid-spikes,Countries Renew Restrictions As COVID Spikes,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2216,article,webmd.com,https://www.webmd.com/lung/news/20200514/group-screening-could-help-covid-19-test-shortages,Group Screening Could Help COVID-19 Test Shortages,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2217,article,webmd.com,https://www.webmd.com/lung/news/20200514/1-in-4-youtube-videos-mislead-viewers-about-covid,1 in 4 YouTube Videos Mislead Viewers About COVID,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,27,27,0,0,27,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2218,article,webmd.com,https://www.webmd.com/lung/news/20200514/covid-19-data-dives-volunteering-to-get-coronavirus,COMMENTARY: COVID-19 Data Dives: Volunteering to Get Coronavirus?,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,13,13,0,0,13,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2219,article,webmd.com,https://www.webmd.com/lung/news/20200514/coronavirus-social-a-twitter-thumbs-up-for-docs-who-rock,Coronavirus Social: A Twitter Thumbs Up for Docs Who Rock,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,13,13,0,0,13,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2220,article,webmd.com,https://www.webmd.com/lung/news/20200506/european-society-of-cardiology-2020-congress-goes-virtual,European Society of Cardiology 2020 Congress Goes Virtual,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,22,22,0,0,22,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2221,article,webmd.com,https://www.webmd.com/lung/news/20200506/covid-19-why-we-cant-test-our-way-out-of-this,COMMENTARY: COVID-19: Why We Can't Test Our Way Out of This,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,18,18,0,0,18,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2222,article,webmd.com,https://www.webmd.com/lung/news/20200506/alcohol-abuse-agitated-by-covid-19-stirring-liver-concerns,Alcohol Abuse Agitated by COVID-19 Stirring Liver Concerns,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,27,27,2,2,29,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2223,article,webmd.com,https://www.webmd.com/lung/news/20200506/covid-19-daily-er-docs-procure-ppe-earlier-pandemic-start,"COVID-19 Daily: ER Docs Procure PPE, Earlier Pandemic Start","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,20,20,0,0,20,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2224,article,webmd.com,https://www.webmd.com/lung/news/20200506/meat-shortage-forces-some-wendys-menu-changes,Meat Shortage Forces Some Wendy’s Menu Changes,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2225,article,webmd.com,https://www.webmd.com/lung/news/20200506/first-french-covid-19-patient-was-admitted-in-december,France’s First COVID-19 Patient Was in December,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,8,8,8,3,16,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2226,article,webmd.com,https://www.webmd.com/lung/news/20200506/covid-19-leaves-us-hospitals-in-financial-crisis,COVID-19 Leaves U.S. Hospitals in Financial Crisis,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,25,25,0,0,25,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2227,article,webmd.com,https://www.webmd.com/lung/news/20200506/inhaler-use-up-during-coronavirus-pandemic,Inhaler Use Up During Coronavirus Pandemic,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,21,21,0,0,21,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2228,article,webmd.com,https://www.webmd.com/lung/news/20200506/study-will-track-coronavirus-in-kids-and-family,Study Will Track Coronavirus in Kids and Family,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,11,11,0,0,11,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2229,article,webmd.com,https://www.webmd.com/lung/news/20200505/cellphones-are-trojan-horses-for-viruses,Cellphones Are 'Trojan Horses' for Viruses,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,23,23,0,0,23,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2230,article,webmd.com,https://www.webmd.com/lung/news/20200505/dont-skip-vital-care-babies-shots-doctors-warn,"Don’t Skip Vital Care, Babies’ Shots, Doctors Warn","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,35,35,0,0,35,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2231,article,webmd.com,https://www.webmd.com/lung/news/20200505/remdesivir-donated-to-treat-covid-19-patients,Remdesivir Donated to Treat COVID-19 Patients,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,8,8,8,5,16,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2232,article,webmd.com,https://www.webmd.com/lung/news/20200505/fda-oks-emergency-use-of-roche-antibody-test,FDA OKs Emergency Use of Roche Antibody Test,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2233,article,webmd.com,https://www.webmd.com/lung/news/20200505/us-june-forecast-of-3000-daily-covid-19-deaths,"U.S. June Forecast of 3,000 Daily COVID-19 Deaths","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2234,article,webmd.com,https://www.webmd.com/lung/news/20200505/defiant-crowds-prompt-miami-beach-park-closure,Defiant Crowds Prompt Miami Beach Park Closure,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2235,article,webmd.com,https://www.webmd.com/lung/news/20200505/fda-tightens-rules-on-antibody-testing,FDA Tightens Rules on Antibody Testing,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2236,article,webmd.com,https://www.webmd.com/lung/news/20200505/coronavirus-social-nurses-behaving-badly-on-tiktok,Coronavirus Social: Nurses Behaving Badly on TikTok,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,8,8,0,0,8,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2237,article,webmd.com,https://www.webmd.com/lung/news/20200505/more-guidance-on-inpatient-management-of-blood-glucose-in-covid-19,More Guidance on Inpatient Management of Blood Glucose in COVID-19,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,22,22,0,0,22,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2238,article,webmd.com,https://www.webmd.com/lung/news/20200505/early-oxygen-therapy-vital-for-pregnant-patients-with-covid-19,Early Oxygen Therapy Vital for Pregnant Patients With COVID-19,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,14,14,0,0,14,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2239,article,webmd.com,https://www.webmd.com/lung/news/20200505/i-want-to-retire-but-i-cant-quite-say-goodbye,"I Want to Retire, But Just Can't Say Goodbye","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,10,10,0,0,10,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2240,article,webmd.com,https://www.webmd.com/lung/news/20200505/covid-19-daily-skin-manifestations-hcq-heart-rhythm-risks,"COVID-19 Daily: Skin Manifestations, HCQ Heart Rhythm Risks","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,20,20,0,0,20,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2241,article,webmd.com,https://www.webmd.com/lung/news/20200505/no-better-time-to-thank-our-nurses,COMMENTARY: No Better Time to Thank Our Nurses,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,9,9,0,0,9,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2242,article,webmd.com,https://www.webmd.com/lung/news/20200505/covid-19-data-dives-serosurveys-if-not-good-ones-a-waste-of-time,COVID-19 Data Dives: Good Serosurveys Are Needed. Not All Are Good,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,9,9,0,0,9,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2243,article,webmd.com,https://www.webmd.com/lung/news/20200511/ptsd-can-strike-nurses-especially-during-covid19,"PTSD Can Strike Nurses, Especially During COVID-19","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,31,31,0,0,31,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2244,article,webmd.com,https://www.webmd.com/lung/news/20200512/beauty-industry-group-sues-over-shop-closings,Beauty Industry Group Sues Over Shop Closings,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,28,28,0,0,28,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2245,article,webmd.com,https://www.webmd.com/lung/news/20200512/states-ramp-up-contact-tracing-amid-reopening,States Ramp Up Contact Tracing Amid Reopening,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,30,30,1,1,31,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2246,article,webmd.com,https://www.webmd.com/lung/news/20200512/organ-transplants-plummet-during-covid-19-crisis,Organ Transplants Plummet During COVID-19 Crisis,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,36,36,1,1,37,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2247,article,webmd.com,https://www.webmd.com/lung/news/20200512/after-possible-exposure-pence-wont-self-isolate,"After Possible Exposure, Pence won’t Self Isolate","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2248,article,webmd.com,https://www.webmd.com/lung/news/20200512/white-house-and-cdc-at-odds-over-airport-screening,White House and CDC at Odds Over Airport Screening,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,0,0,0,0,0,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2249,article,webmd.com,https://www.webmd.com/lung/news/20200512/trump-says-everyone-can-get-tested-but-not-everyone-should-be,Trump Says Not Everyone Should Be Tested,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,3,3,3,1,6,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2250,article,webmd.com,https://www.webmd.com/lung/news/20200512/covid-19-cuts-stroke-cases-nearly-40-percent-nationwide,COVID-19 Cuts Stroke Cases Nearly 40% Nationwide,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,30,30,2,1,32,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2251,article,webmd.com,https://www.webmd.com/lung/news/20200512/covid-19-daily-fauci-testifies-hcq-trials-lack-ecg,"COVID-19 Daily: Fauci Testifies, HCQ Trials Lack ECG","""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,24,24,0,0,24,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2252,article,webmd.com,https://www.webmd.com/lung/news/20200512/coronavirus-social-twitter-hustles-to-verify-physicians,Coronavirus Social: Twitter Hustles to Verify Physicians,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,21,21,0,0,21,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2253,article,webmd.com,https://www.webmd.com/lung/news/20200512/covid-19-triggers-new-bariatric-metabolic-surgery-guidance,COVID-19 Triggers New Bariatric/Metabolic Surgery Guidance,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,14,14,0,0,14,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2254,article,webmd.com,https://www.webmd.com/lung/news/20200512/covid-19-fears-tied-to-dangerous-drop-in-child-vaccinations,COVID-19 Fears Tied to Dangerous Drop in Child Vaccinations,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,39,39,2,1,41,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2255,article,webmd.com,https://www.webmd.com/lung/news/20200512/covid19-lockdown-increases-child-abuse-risk,COVID-19 Lockdown Increases Child Abuse Risk,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,14,14,0,0,14,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2256,article,webmd.com,https://www.webmd.com/lung/news/20200512/stomach-ills-may-signal-covid-19-in-kids,Stomach Ills May Signal COVID-19 in Kids,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,39,39,0,0,39,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2257,article,webmd.com,https://www.webmd.com/lung/news/20200512/blood-yields-clue-to-why-covid-is-tougher-on-men,Blood Yields Clue to Why COVID Is Tougher on Men,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,32,32,0,0,32,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2258,article,webmd.com,https://www.webmd.com/lung/news/20200511/fda-oks-covid-test-using-gene-editing-technology,FDA Oks COVID Test Using Gene-Editing Technology,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,1,1,0,0,1,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2259,article,webmd.com,https://www.webmd.com/lung/news/20200511/can-schools-really-reopen-safely,Can Schools Really Reopen Safely?,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,45,45,86,4,131,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2260,article,webmd.com,https://www.webmd.com/lung/news/20200508/pangolins-hold-clues-to-how-covid-19-began----and-might-end,Pangolins May Hold Clues to How COVID-19 Began,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,24,24,0,0,24,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2261,article,webmd.com,https://www.webmd.com/lung/news/20200508/doctors-update-warning-signs-of-severe-covid,Doctors update warning signs of severe COVID,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,55,55,1,1,56,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2262,article,webmd.com,https://www.webmd.com/lung/news/20200508/dont-expect-a-baby-boom-after-pandemic-lockdowns,Don't Expect a Baby Boom After Pandemic Lockdowns,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,18,18,0,0,18,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2263,article,webmd.com,https://www.webmd.com/lung/news/20200507/covid-19-deaths-reported-in-food-workers-and-inspectors,Food Plant Personnel Covid-19 Deaths Reported,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,3,3,0,0,3,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2264,article,webmd.com,https://www.webmd.com/lung/news/20200507/ptsd-may-plague-many-covid-19-survivors,PTSD May Plague Many COVID-19 Survivors,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,62,62,1,1,63,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2265,article,webmd.com,https://www.webmd.com/lung/news/20200507/virus-found-in-semen-of-covid-19-survivors,Virus Found in Semen of COVID-19 Survivors,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,83,83,13,7,96,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
2266,article,webmd.com,https://www.webmd.com/lung/news/20200507/trump-says-coronavirus-task-force-will-remain,Trump Says Coronavirus Task Force Will Remain,"""Access denied | www.webmd.com used Cloudflare to restrict access""",this website is using a security service to protect itself from online attacks .. ,,,"""""",0,7,114,114,60,11,174,False,0.0,not_applicable,0.0,1.0,1.0,1.0,not_fake_label,Severity rubric is only applied to fake-labeled CoAID rows.,not_applicable,0,0,0
